1, 0, 0, 0.201651, 11, 0.5
1, 22.3144, -2.41724, 0.160963, 18, 0.5
1, 22.2999, -2.5608, 0.143524, 21, 0.477273
1, 22.2829, -2.79687, 0.123328, 26, 0.553191
1, 22.2746, -2.81416, 0.137584, 23, 0.511111
1, 22.271, -2.77635, 0.114499, 28, 0.56
1, 22.2767, -2.53795, 0.108371, 27, 0.574468
1, 22.2445, -2.80192, 0.141713, 23, 0.511111
1, 22.2725, -2.57134, 0.097641, 34, 0.557377
1, 22.2727, -2.52994, 0.0995889, 41, 0.518987
1, 22.2442, -2.73238, 0.0958229, 36, 0.537313
1, 22.2282, -2.73166, 0.103637, 34, 0.5
1, 22.2401, -2.4974, 0.0762958, 43, 0.661538
1, 22.2263, -2.51913, 0.0887816, 37, 0.587302
1, 22.2139, -2.54804, 0.0904832, 37, 0.528571
1, 22.2004, -2.66379, 0.097563, 35, 0.507246
1, 22.206, -2.46356, 0.104522, 40, 0.519481
1, 22.1613, -2.68895, 0.101075, 40, 0.47619
1, 22.1722, -2.43314, 0.0908976, 49, 0.538462
1, 22.1608, -2.70972, 0.0806267, 52, 0.565217
1, 22.1659, -2.49175, 0.0754289, 61, 0.554545
1, 22.1255, -2.70455, 0.075359, 64, 0.561404
1, 22.1301, -2.66338, 0.0864526, 59, 0.457364
1, 22.1192, -2.71569, 0.112715, 56, 0.386207
1, 22.1275, -2.49095, 0.119712, 55, 0.348101
1, 22.1057, -2.71343, 0.125088, 54, 0.343949
1, 22.1051, -2.66189, 0.140139, 49, 0.295181
1, 21.7388, -2.47999, 0.124581, 54, 0.333333
1, 21.7217, -2.50331, 0.13877, 47, 0.311258
1, 21.7085, -2.46453, 0.123505, 55, 0.345912
1, 22.0939, -2.55171, 0.120046, 55, 0.350318
1, 22.0962, -2.60423, 0.118005, 53, 0.363014
1, 22.1177, -2.59594, 0.0948467, 59, 0.44697
1, 22.1133, -2.5755, 0.0872845, 62, 0.484375
1, 21.7098, -2.51275, 0.0933498, 54, 0.469565
1, 22.0928, -2.54916, 0.0913978, 47, 0.522222
1, 22.077, -2.53445, 0.0793868, 49, 0.590361
1, 22.0708, -2.52375, 0.0281374, 57, 0.982759
1, 22.0486, -2.52329, 0.0254389, 63, 1
1, 22.0366, -2.51989, 0.0265669, 58, 1
1, 22.0238, -2.51428, 0.0269897, 53, 1
1, 22.0133, -2.50733, 0.0288282, 46, 1
1, 21.9979, -2.51192, 0.0327253, 49, 0.960784
1, 21.9855, -2.4811, 0.0384372, 56, 0.875
1, 21.9705, -2.50107, 0.0453549, 63, 0.7875
1, 21.9674, -2.49862, 0.0826897, 57, 0.504425
1, 21.9621, -2.53538, 0.101434, 61, 0.412162
1, 21.9385, -2.51969, 0.101931, 66, 0.39759
1, 21.9122, -2.52585, 0.109267, 68, 0.361702
1, 38.8045, -3.59811, 0.129297, 22, 0.536585
1, 21.9022, -2.543, 0.107445, 72, 0.36
1, 38.788, -3.58297, 0.124474, 24, 0.533333
1, 21.8954, -2.51611, 0.122807, 62, 0.333333
1, 38.7652, -3.58338, 0.107262, 26, 0.577778
1, 39.8092, 5.60437, 0.141453, 11, 0.6875
1, 21.8786, -2.53557, 0.107693, 67, 0.380682
1, 38.7566, -3.6023, 0.115658, 27, 0.55102
1, 21.8367, -2.5251, 0.162488, 41, 0.30597
1, 38.7381, -3.57856, 0.0910681, 38, 0.603175
1, 39.8098, 5.70305, 0.158164, 16, 0.457143
1, 21.8303, -2.52108, 0.179336, 39, 0.282609
1, 38.7306, -3.57872, 0.118542, 30, 0.508475
1, 39.8193, 5.69003, 0.118624, 21, 0.583333
1, 22.2911, -2.28681, 0.203147, 34, 0.263566
1, 38.667, -3.29175, 0.132365, 30, 0.483871
1, 38.6726, -3.31032, 0.102173, 39, 0.549296
1, 39.8512, 5.67825, 0.108627, 24, 0.615385
1, 22.2518, -2.56717, 0.208216, 29, 0.281553
1, 38.6774, -3.30785, 0.0813936, 48, 0.615385
1, 39.8082, 5.7026, 0.086071, 31, 0.704545
1, 21.8281, -2.46635, 0.214469, 25, 0.287356
1, 39.8205, 5.68642, 0.182091, 28, 0.405797
1, 22.2479, -2.49748, 0.254841, 19, 0.253333
1, 42.1694, -6.71227, 0.0904339, 13, 0.866667
1, 42.1425, -6.70669, 0.0812875, 15, 0.882353
1, 38.6795, -3.318, 0.0707664, 64, 0.576577
1, 39.4351, 5.70369, 0.174898, 27, 0.355263
1, 38.7302, -3.53407, 0.0688965, 67, 0.582609
0, 43.7124, 10.2948, 0.358577, 13, 0.276596
1, 38.7183, -3.54815, 0.0783167, 64, 0.528926
0, 39.4393, 5.66594, 0.184518, 27, 0.321429
1, 21.8257, -2.46871, 0.225923, 19, 0.333333
1, 42.1732, -6.7342, 0.077559, 15, 0.9375
1, 38.7234, -3.52778, 0.0649792, 76, 0.584615
1, 39.4535, 5.64783, 0.159906, 31, 0.360465
0, 42.144, -6.73245, 0.0710369, 16, 0.941176
1, 38.6804, -3.36979, 0.0701459, 74, 0.552239
0, 39.7811, 5.70127, 0.132252, 34, 0.414634
1, 42.1856, -6.74184, 0.0872111, 13, 0.8125
1, 38.6847, -3.34375, 0.0673113, 77, 0.601562
1, 39.7838, 5.73122, 0.153422, 30, 0.361446
1, 21.7972, -2.5015, 0.272683, 14, 0.325581
0, 38.7217, -3.48238, 0.0605995, 67, 0.609091
1, 21.7748, -2.44598, 0.180085, 18, 0.439024
0, 43.9383, 10.2281, 0.374452, 26, 0.146893
1, 38.7228, -3.48755, 0.0685533, 59, 0.567308
1, 39.8008, 5.75335, 0.13034, 34, 0.4
1, 47.2953, -6.94701, 0.198696, 11, 0.647059
0, 43.7675, 10.2408, 0.294213, 37, 0.182266
1, 39.4633, 5.73709, 0.146395, 42, 0.333333
1, 38.6971, -3.38852, 0.0658418, 56, 0.643678
0, 43.7571, 10.2474, 0.38594, 29, 0.145729
1, 38.7013, -3.39326, 0.0548587, 54, 0.692308
