1 , 0.000000 , 0.000000 , 0.074345 , 30 , 0.697674
1 , -4.499270 , -17.826952 , 0.088569 , 25 , 0.625000
1 , -4.556015 , -18.199481 , 0.118911 , 11 , 0.733333
1 , -3.162161 , -14.107695 , 0.089970 , 24 , 0.615385
1 , -5.805183 , -5.604309 , 0.123752 , 19 , 0.593750
1 , -2.869694 , -14.343138 , 0.095497 , 14 , 0.777778
1 , -4.642103 , -17.743966 , 0.110043 , 15 , 0.652174
1 , -4.559898 , -18.162373 , 0.087959 , 14 , 0.823529
1 , -4.761344 , -18.090847 , 0.124692 , 31 , 0.484375
1 , -4.926989 , -18.190601 , 0.109900 , 36 , 0.467532
0 , -4.251720 , -17.752793 , 0.182340 , 22 , 0.372881
0 , -2.783291 , -8.695929 , 0.140015 , 14 , 0.538462
1 , -4.293836 , -17.730798 , 0.081332 , 46 , 0.621622
1 , -2.619378 , -8.582568 , 0.084750 , 32 , 0.666667
1 , -4.347555 , -17.881577 , 0.128004 , 30 , 0.416667
1 , -2.211600 , -8.850033 , 0.091354 , 30 , 0.625000
1 , -4.691831 , -17.727987 , 0.088222 , 27 , 0.613636
1 , -4.968819 , -17.382427 , 0.089124 , 17 , 0.708333
1 , -5.075580 , -17.157962 , 0.112825 , 16 , 0.666667
1 , -5.094495 , -17.601477 , 0.096618 , 16 , 0.761905
1 , -4.852228 , -17.395825 , 0.100754 , 40 , 0.540541
1 , -3.208219 , -8.217233 , 0.073740 , 40 , 0.645161
1 , -2.773674 , -8.593650 , 0.074476 , 39 , 0.639344
0 , -4.900750 , -17.584427 , 0.110780 , 36 , 0.500000
1 , -2.762448 , -8.473620 , 0.100142 , 32 , 0.516129
1 , -2.892145 , -8.556619 , 0.079191 , 38 , 0.622951
1 , -3.088976 , -8.469199 , 0.071195 , 42 , 0.636364
1 , -3.562992 , -8.188102 , 0.071381 , 43 , 0.651515
1 , -5.049596 , -17.156747 , 0.087703 , 36 , 0.600000
1 , -3.099314 , -8.502823 , 0.080170 , 43 , 0.558442
1 , -5.451515 , -17.441971 , 0.082929 , 36 , 0.580645
1 , -3.128642 , -8.669130 , 0.081337 , 39 , 0.609375
0 , -5.270598 , -17.479013 , 0.071332 , 38 , 0.622951
1 , -3.123911 , -8.624769 , 0.081435 , 38 , 0.575758
0 , -5.439657 , -17.583178 , 0.096978 , 28 , 0.560000
1 , -3.322957 , -8.464842 , 0.080061 , 36 , 0.631579
1 , -3.192329 , -8.394422 , 0.085462 , 41 , 0.561644
1 , -5.132058 , -17.502015 , 0.091540 , 36 , 0.580645
1 , -5.115472 , -17.474323 , 0.079886 , 18 , 0.750000
1 , -3.272296 , -8.477878 , 0.129640 , 35 , 0.437500
